datum,ort,meldung,status,jahr,id,lat,lon,coord_bin,region_id,timestamp,month,season,recent_sightings,days_since_last_sighting
24.10.2022,Leopoldschlag,Wolfssichtung,Wolfssichtung,2022,401,48.61591720581055,14.50361156463623,"(48.67, 14.5)",6,2022-10-24,10,Fall,0,43
04.11.2022,Weitersfelden,Wolfssichtung,kein Fotonachweis vorhanden,2022,402,48.47785949707031,14.726517677307129,"(48.33, 14.75)",6,2022-11-04,11,Fall,1,11
20.11.2022,Grenzgebiet Steiermark/Oberösterreich(Bezirk Gmunden/Kirchdorf),Wolfssichtung,,2022,403,48.05683898925781,13.698138236999512,"(48.0, 13.75)",4,2022-11-20,11,Fall,0,492
24.11.2022,Großraming,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2022,405,47.88620376586914,14.550121307373047,"(48.0, 14.5)",7,2022-11-24,11,Fall,0,83
25.11.2022,Molln,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2022,406,47.88619613647461,14.257271766662598,"(48.0, 14.25)",2,2022-11-25,11,Fall,0,34
28.11.2022,Kirchschlag bei Linz,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2022,407,48.41309356689453,14.27644157409668,"(48.33, 14.25)",8,2022-11-28,11,Fall,0,492
30.11.2022,Molln,1 totes Schaf,begutachtet DNA-Analyse: Wolf bestätigt; italienische Quellpopulation,2022,409,47.88619613647461,14.257271766662598,"(48.0, 14.25)",2,2022-11-30,11,Fall,1,5
02.12.2022,Leonstein,1 totes Schaf,begutachtet DNA-Analyse: Wolf bestätigt; italienische Quellpopulation,2022,410,47.89508819580078,14.230809211730957,"(48.0, 14.25)",2,2022-12-02,12,Winter,2,2
03.12.2022,Herzogsdorf,Wolfssichtung,kein Fotonachweis vorhanden,2022,411,48.43106460571289,14.11348819732666,"(48.33, 14.0)",8,2022-12-03,12,Winter,1,5
03.12.2022,Molln,1 totes Reh,begutachtet - DNA-Analyse: Luchs bestätigt,2022,412,47.88619613647461,14.257271766662598,"(48.0, 14.25)",2,2022-12-03,12,Winter,3,1
07.12.2022,Traunkirchen,1 totes Reh,begutachtet - DNA-Analyse nicht auswertbar,2022,413,47.844825744628906,13.790284156799316,"(48.0, 13.75)",9,2022-12-07,12,Winter,0,96
08.12.2022,Waldhausen,1 totes Reh,begutachtet DNA-Analyse: Wolf bestätigt; italienische Quellpopulation,2022,414,48.273353576660156,14.948308944702148,"(48.33, 15.0)",1,2022-12-08,12,Winter,0,216
09.12.2022,Mardetschlag,Wolfssichtung,kein Fotonachweis vorhanden,2022,415,48.605438232421875,14.529430389404297,"(48.67, 14.5)",6,2022-12-09,12,Winter,0,35
12.12.2022,Lasberg,Wolfssichtung,kein Fotonachweis vorhanden,2022,416,48.47140121459961,14.540763854980469,"(48.33, 14.5)",3,2022-12-12,12,Winter,0,55
12.12.2022,Ulrichsberg,Wolfssichtung,kein Fotonachweis vorhanden,2022,417,47.9760856628418,13.600279808044434,"(48.0, 13.5)",9,2022-12-12,12,Winter,1,5
28.12.2022,Fornach,Wolfssichtung/Wildkamera,Fotonachweis vorhanden,2022,418,48.02287292480469,13.430584907531738,"(48.0, 13.5)",5,2022-12-28,12,Winter,0,229
28.12.2022,Fornach,1 totes Reh,begutachtet DNA-Analyse: Wolf bestätigt; italienische Quellpopulation,2022,419,48.02287292480469,13.430584907531738,"(48.0, 13.5)",5,2022-12-28,12,Winter,0,229
26.04.2021,Weyer,1 totes Rotwild,DNA-Analyse:Wolf bestätigt,2021,420,47.85725784301758,14.66356086730957,"(48.0, 14.75)",7,2021-04-26,4,Spring,0,474
11.06.2021,Hengstpass/Karlhütte,Wolfssichtung,kein Fotonachweis vorhanden,2021,421,48.5157470703125,13.697065353393555,"(48.67, 13.75)",0,2021-06-11,6,Summer,0,500
12.06.2021,Gr. Phyrgas/Hofersteig,Wolfssichtung,kein Fotonachweis vorhanden,2021,422,48.5525016784668,13.46028995513916,"(48.67, 13.5)",0,2021-06-12,6,Summer,1,1
14.06.2021,"""Unterach """"Druckerhof"""" Eglsee""",Wolfssichtung,kein Fotonachweis vorhanden,2021,423,48.147300720214844,13.866778373718262,"(48.0, 13.75)",4,2021-06-14,6,Summer,0,374
02.07.2021,Unterburgau bei Unterach bzw. St. Gilgen,Wolfssichtung,kein Fotonachweis vorhanden,2021,424,47.80431365966797,13.488969802856445,"(47.67, 13.5)",9,2021-07-02,7,Summer,0,394
14.07.2021,Kefermarkt,Wolfssichtung,kein Fotonachweis vorhanden,2021,425,48.442962646484375,14.5383882522583,"(48.33, 14.5)",3,2021-07-14,7,Summer,0,500
14.07.2021,Weyer,1 totes Rotwild,begutachtet - DNA-Entnahme nicht möglich,2021,426,47.85725784301758,14.66356086730957,"(48.0, 14.75)",7,2021-07-14,7,Summer,0,79
15.07.2021,Gutau,2 tote Schafe,begutachtet - DNA-Entnahme nicht möglich,2021,427,48.418312072753906,14.612236022949219,"(48.33, 14.5)",6,2021-07-15,7,Summer,0,500
16.07.2021,Egglalm/Hengstpass,Kratzspuren an einem Jungrind,DNA-Analyse: Wolf bestätigt; italienische Quellpopulation,2021,428,48.25410842895508,13.883688926696777,"(48.33, 14.0)",4,2021-07-16,7,Summer,0,32
21.07.2021,Gosau,1 totes Kalb,begutachtet - DNA-Analyse: kein eindeutiges Ergebnis,2021,429,47.585105895996094,13.536215782165527,"(47.67, 13.5)",9,2021-07-21,7,Summer,1,19
23.07.2021,Prendt,1 totes Schmaltier,DNA-Analyse: Wolf bestätigt; nördliche Quellpopulation,2021,431,48.57019805908203,14.55305004119873,"(48.67, 14.5)",6,2021-07-23,7,Summer,1,8
24.07.2021,Helfenberg,1 toter Wolf,DNA-Analyse: Wolf bestätigt; nördliche Quellpopulation,2021,432,48.542667388916016,14.14220905303955,"(48.67, 14.25)",8,2021-07-24,7,Summer,0,500
03.08.2021,"Gemeinde Engerwitzdorf, Ortschaft Haid",Wolfssichtung,kein Fotonachweis vorhanden,2021,433,48.344451904296875,14.4420166015625,"(48.33, 14.5)",3,2021-08-03,8,Summer,1,20
24.08.2021,Hirschbach,1 toter Rehbock,begutachtet - DNA-Analyse: Fuchs bestätigt,2021,434,48.488304138183594,14.411324501037598,"(48.33, 14.5)",3,2021-08-24,8,Summer,1,21
17.09.2021,Bad Goisern,1 totes Schaf,begutachtet - DNA-Analyse: Fuchs bestätigt,2021,436,47.64089584350586,13.616479873657227,"(47.67, 13.5)",9,2021-09-17,9,Fall,0,58
18.09.2021,"Vorderstoder, Schafferteich",Wolfssichtung,kein Fotonachweis vorhanden,2021,437,47.7127571105957,14.225030899047852,"(47.67, 14.25)",2,2021-09-18,9,Fall,0,476
28.09.2021,Schörfling,1 totes Lamm,begutachtet - DNA-Analyse: Fuchs bestätigt,2021,439,47.946353912353516,13.603560447692871,"(48.0, 13.5)",9,2021-09-28,9,Fall,1,11
05.10.2021,Pierbach,1 totes Schaf,begutachtet - DNA-Analyse: Fuchs bestätigt,2021,440,48.34822463989258,14.7565279006958,"(48.33, 14.75)",1,2021-10-05,10,Fall,0,500
08.10.2021,Weyer,1 totes Kalb,begutachtet - DNA-Analyse: Fuchs bestätigt,2021,441,47.85725784301758,14.66356086730957,"(48.0, 14.75)",7,2021-10-08,10,Fall,0,86
11.10.2021,Steinbach am Ziehberg,1 totes Kalb,begutachtet - DNA-Analyse: Fuchs bestätigt,2021,442,47.891483306884766,14.031570434570312,"(48.0, 14.0)",2,2021-10-11,10,Fall,1,23
13.10.2021,Ebensee,Losungsfunde,begutachtet - DNA-Analyse: Fuchs bestätigt,2021,443,47.81223678588867,13.77416706085205,"(47.67, 13.75)",9,2021-10-13,10,Fall,2,15
17.10.2021,Weitersfelden,1 totes Kalb,begutachtet - DNA-Analyse: Fuchs bestätigt,2021,444,48.47785949707031,14.726517677307129,"(48.33, 14.75)",6,2021-10-17,10,Fall,0,86
29.10.2021,Liebenau,1 totes Rotwildkalb,begutachtet - DNA-Analyse: Wolf bestätigt; nördliche Quellpopulation,2021,445,48.531654357910156,14.809042930603027,"(48.67, 14.75)",6,2021-10-29,10,Fall,1,12
22.12.2021,Ebensee,1 totes Schaf,begutachtet - DNA-Analyse:  kein eindeutiges Ergebnis,2021,446,47.81223678588867,13.77416706085205,"(47.67, 13.75)",9,2021-12-22,12,Winter,0,70
25.12.2021,Liebenau,Wolfssichtung,Fotonachweis vorhanden,2021,447,48.531654357910156,14.809042930603027,"(48.67, 14.75)",6,2021-12-25,12,Winter,0,57
28.12.2021,Liebenau,Wolfssichtung,Fotonachweis vorhanden,2021,448,48.531654357910156,14.809042930603027,"(48.67, 14.75)",6,2021-12-28,12,Winter,1,3
29.12.2021,Unterweißenbach,Wolfssichtung,Fotonachweis vorhanden,2021,449,48.43539810180664,14.781949043273926,"(48.33, 14.75)",1,2021-12-29,12,Winter,0,85
29.12.2021,Saxen,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2021,450,48.2080192565918,14.789536476135254,"(48.33, 14.75)",1,2021-12-29,12,Winter,0,85
29.12.2021,Liebenau,Wolfssichtung,Fotonachweis/Fährten vorhanden,2021,451,48.531654357910156,14.809042930603027,"(48.67, 14.75)",6,2021-12-29,12,Winter,2,1
08.01.2020,Weyer,1 totes Reh,DNA-Analyse:Wolf bestätigt,2020,452,47.85725784301758,14.66356086730957,"(48.0, 14.75)",7,2020-01-08,1,Winter,0,500
13.05.2020,Vorderstoder,1 tote Rehgeiß,DNA-Analyse:Wolf bestätigt,2020,453,47.7127571105957,14.225030899047852,"(47.67, 14.25)",2,2020-05-13,5,Spring,0,500
30.05.2020,Steyrling,2 tote Stk. Rotwild,DNA-Analyse:Wolf bestätigt,2020,454,47.80611801147461,14.129650115966797,"(47.67, 14.25)",2,2020-05-30,5,Spring,1,17
01.06.2020,Unterach/Attersee,1 totes Schaf1 totes Lamm,DNA-Analyse:Wolf bestätigt,2020,455,47.80431365966797,13.488969802856445,"(47.67, 13.5)",9,2020-06-01,6,Summer,0,500
03.06.2020,Gmunden,1 totes Schaf,DNA-Analyse:Wolf bestätigt,2020,456,47.91858673095703,13.800304412841797,"(48.0, 13.75)",9,2020-06-03,6,Summer,1,2
05.06.2020,Kirchham,1 totes Schmalreh,DNA-Analyse:Wolf bestätigt,2020,457,47.97063064575195,13.899243354797363,"(48.0, 14.0)",4,2020-06-05,6,Summer,0,500
